ICLR,10289.1309454,0.010049013346513877,249,0,10289.1309454,1430
GOOGL,9878.07706354,0.006575158761574791,249,0,9878.07706354,142
ABTL,9706.97619351,0.01041140769754077,249,0,9706.97619351,1829
SLMBP,9862.17986915,0.003918656066186444,249,0,9862.17986915,2165
LMAT,9709.60069103,0.005619165447849633,249,0,9709.60069103,52
SIFI,9565.62679457,0.014990652879231911,249,0,9565.62679457,616
CZNC,9836.8422382,0.005395436898796459,249,0,9836.8422382,27
MCRI,9702.45029319,0.009914934212984111,249,0,9702.45029319,3441
ACET,9678.10578683,0.009699345521175096,249,0,9678.10578683,2259
DAVE,9942.0955625,0.003004564043944426,249,0,9942.0955625,1580
ABAC,9553.30864198,0.015254158750944626,249,0,9553.30864198,1207
PVBC,10372.5384063,0.012553436550308624,249,0,10372.5384063,127
VRML,9775.23215035,0.006450491952491275,249,0,9775.23215035,1209
FITB,10243.4352408,0.007732531202058601,249,0,10243.4352408,4067
TWIN,9743.04795711,0.009998342711135378,249,0,9743.04795711,59
EKSO,9854.80540801,0.011381717191199606,249,0,9854.80540801,222
ANIK,9966.32442068,0.006148049708317413,249,0,9966.32442068,2208
AXARU,9844.91044776,0.004401322018571855,249,0,9844.91044776,253
FISV,9956.00741825,0.0034185825998196786,249,0,9956.00741825,3891
GSVC,9673.02285723,0.010192570370833737,249,0,9673.02285723,1090
FPRX,10129.8305331,0.005577507646395208,249,0,10129.8305331,48
GNVC,10022.0000188,0.036930264999042325,249,0,10022.0000188,2178
AGRX,9869.36787565,0.0035805320302726654,249,0,9869.36787565,399
CHSCM,9840.92000578,0.004036967260286606,249,0,9840.92000578,304
GSBC,9851.01131639,0.004594242429702934,249,0,9851.01131639,2485
EEI,10031.618907,0.003932750424287643,249,0,10031.618907,1797
PENN,9812.83161135,0.004868723804708772,249,0,9812.83161135,2363
MBVT,10031.2106324,0.004372503210194846,249,0,10031.2106324,726
ITCI,9970.02073622,0.0026184167047980135,249,0,9970.02073622,68
LBTYK,9850.09071638,0.004104274838201047,249,0,9850.09071638,2343
PSMT,9901.07141511,0.0041303648139179635,249,0,9901.07141511,1134
GEC,9846.26018955,0.004753957080526625,249,0,9846.26018955,3956
HRMNU,9820.97014925,0.005266365024674871,249,0,9820.97014925,50
MARK,9880.95824635,0.0054766688840499015,249,0,9880.95824635,3141
DWAT,9734.82446614,0.008044080748844534,249,0,9734.82446614,5
ENOC,9773.05612775,0.007422210668961793,249,0,9773.05612775,503
CSCO,9829.82711782,0.005324582890171287,249,0,9829.82711782,1257
AEY,9884.91489362,0.003043455405278064,249,0,9884.91489362,3111
TESO,9948.85943283,0.0027336799285038035,249,0,9948.85943283,1376
CDTI,9827.51788783,0.004543037570136733,249,0,9827.51788783,3079
ANCB,9961.92854286,0.0025931232428713677,249,0,9961.92854286,466
IVTY,9717.77943615,0.007014396082594915,249,0,9717.77943615,118
DEPO,9949.57055215,0.00372125562657619,249,0,9949.57055215,2721
STPP,9859.1438795,0.004408462694555556,249,0,9859.1438795,911
